filename,true_label,source_original_pred,source_adv_pred,source_attack_success,tf2torch_inception_v3_pred,tf2torch_inception_v3_fooled,tf2torch_inception_v4_pred,tf2torch_inception_v4_fooled,tf2torch_resnet_v2_50_pred,tf2torch_resnet_v2_50_fooled,tf2torch_resnet_v2_101_pred,tf2torch_resnet_v2_101_fooled,tf2torch_resnet_v2_152_pred,tf2torch_resnet_v2_152_fooled,tf2torch_inc_res_v2_pred,tf2torch_inc_res_v2_fooled,tf2torch_ens3_adv_inc_v3_pred,tf2torch_ens3_adv_inc_v3_fooled,tf2torch_ens4_adv_inc_v3_pred,tf2torch_ens4_adv_inc_v3_fooled,tf2torch_ens_adv_inc_res_v2_pred,tf2torch_ens_adv_inc_res_v2_fooled
ILSVRC2012_val_00033547.png,61,61,332,True,297,True,332,True,320,True,345,True,51,True,319,True,112,True,70,True,70,True
ILSVRC2012_val_00013730.png,62,62,749,True,460,True,460,True,749,True,749,True,749,True,460,True,749,True,749,True,62,False
ILSVRC2012_val_00017927.png,63,63,751,True,751,True,886,True,490,True,751,True,972,True,905,True,751,True,751,True,751,True
ILSVRC2012_val_00049823.png,64,64,491,True,491,True,491,True,491,True,491,True,491,True,491,True,491,True,491,True,491,True
ILSVRC2012_val_00028197.png,65,65,584,True,983,True,651,True,462,True,584,True,904,True,584,True,584,True,642,True,904,True
ILSVRC2012_val_00000324.png,66,66,435,True,435,True,479,True,435,True,435,True,435,True,722,True,479,True,479,True,795,True
ILSVRC2012_val_00046538.png,67,67,816,True,816,True,526,True,973,True,973,True,816,True,816,True,68,True,68,True,68,True
ILSVRC2012_val_00038068.png,68,68,412,True,412,True,602,True,722,True,751,True,602,True,412,True,432,True,736,True,916,True
ILSVRC2012_val_00024609.png,69,69,592,True,592,True,937,True,69,False,592,True,886,True,641,True,885,True,641,True,794,True
ILSVRC2012_val_00015756.png,70,70,905,True,905,True,753,True,905,True,905,True,892,True,905,True,905,True,888,True,905,True
ILSVRC2012_val_00037311.png,71,71,109,True,109,True,329,True,999,True,581,True,999,True,999,True,999,True,999,True,2,True
ILSVRC2012_val_00043197.png,72,72,918,True,918,True,918,True,918,True,918,True,918,True,918,True,918,True,918,True,918,True
ILSVRC2012_val_00003008.png,73,73,742,True,886,True,742,True,742,True,742,True,742,True,742,True,74,True,74,True,73,False
ILSVRC2012_val_00023692.png,74,74,754,True,754,True,754,True,754,True,754,True,754,True,754,True,754,True,754,True,754,True
ILSVRC2012_val_00046384.png,75,75,585,True,550,True,585,True,722,True,585,True,435,True,869,True,550,True,585,True,722,True
ILSVRC2012_val_00016936.png,76,76,314,True,314,True,314,True,314,True,314,True,314,True,314,True,314,True,314,True,314,True
ILSVRC2012_val_00041311.png,77,77,557,True,557,True,557,True,557,True,557,True,557,True,557,True,557,True,557,True,557,True
ILSVRC2012_val_00010801.png,78,78,886,True,980,True,886,True,886,True,886,True,886,True,886,True,751,True,886,True,886,True
ILSVRC2012_val_00032783.png,79,79,905,True,592,True,905,True,905,True,905,True,905,True,750,True,999,True,954,True,905,True
ILSVRC2012_val_00005072.png,80,80,855,True,855,True,855,True,855,True,855,True,855,True,855,True,855,True,855,True,855,True
ILSVRC2012_val_00007126.png,81,81,435,True,637,True,88,True,50,True,391,True,475,True,912,True,592,True,851,True,641,True
ILSVRC2012_val_00009827.png,82,82,905,True,905,True,905,True,905,True,905,True,905,True,25,True,905,True,25,True,25,True
ILSVRC2012_val_00036573.png,83,83,886,True,578,True,886,True,886,True,886,True,886,True,886,True,888,True,886,True,886,True
ILSVRC2012_val_00033098.png,84,84,905,True,905,True,905,True,905,True,905,True,905,True,905,True,905,True,905,True,905,True
ILSVRC2012_val_00022767.png,85,85,592,True,611,True,592,True,592,True,592,True,592,True,843,True,611,True,592,True,907,True
ILSVRC2012_val_00043990.png,86,86,609,True,609,True,905,True,466,True,886,True,751,True,609,True,656,True,609,True,816,True
ILSVRC2012_val_00043041.png,87,87,869,True,886,True,592,True,592,True,592,True,592,True,869,True,465,True,592,True,87,False
ILSVRC2012_val_00049962.png,88,88,432,True,432,True,432,True,432,True,432,True,432,True,432,True,432,True,432,True,517,True
ILSVRC2012_val_00012864.png,89,89,751,True,415,True,751,True,647,True,893,True,634,True,712,True,692,True,794,True,692,True
ILSVRC2012_val_00041041.png,90,90,701,True,701,True,1000,True,701,True,1000,True,701,True,701,True,530,True,1000,True,1000,True
ILSVRC2012_val_00007778.png,91,91,852,True,852,True,852,True,797,True,852,True,852,True,852,True,476,True,797,True,783,True
ILSVRC2012_val_00044108.png,92,92,751,True,751,True,751,True,751,True,751,True,751,True,751,True,751,True,751,True,751,True
ILSVRC2012_val_00040014.png,93,93,88,True,88,True,88,True,88,True,88,True,88,True,88,True,88,True,88,True,88,True
ILSVRC2012_val_00048549.png,94,94,751,True,751,True,751,True,751,True,592,True,771,True,519,True,771,True,771,True,519,True
ILSVRC2012_val_00023796.png,95,95,751,True,751,True,751,True,751,True,751,True,751,True,751,True,751,True,751,True,751,True
ILSVRC2012_val_00011315.png,96,96,51,True,670,True,27,True,80,True,51,True,320,True,51,True,51,True,46,True,773,True
ILSVRC2012_val_00036354.png,97,97,602,True,415,True,565,True,515,True,602,True,751,True,670,True,602,True,602,True,602,True
ILSVRC2012_val_00022364.png,98,98,798,True,52,True,558,True,756,True,880,True,807,True,798,True,798,True,702,True,702,True
ILSVRC2012_val_00036162.png,99,99,751,True,530,True,751,True,972,True,972,True,972,True,751,True,149,True,792,True,99,False
ILSVRC2012_val_00029785.png,100,100,550,True,550,True,722,True,724,True,592,True,592,True,550,True,592,True,311,True,550,True
ILSVRC2012_val_00009998.png,101,101,293,True,293,True,283,True,293,True,293,True,293,True,293,True,293,True,283,True,293,True
ILSVRC2012_val_00036826.png,102,102,387,True,387,True,387,True,387,True,387,True,387,True,387,True,387,True,387,True,387,True
ILSVRC2012_val_00030772.png,103,103,905,True,905,True,905,True,974,True,816,True,905,True,905,True,905,True,905,True,974,True
ILSVRC2012_val_00042336.png,104,104,825,True,912,True,736,True,825,True,825,True,825,True,825,True,701,True,311,True,825,True
ILSVRC2012_val_00046362.png,105,105,905,True,905,True,905,True,905,True,905,True,905,True,889,True,889,True,889,True,905,True
ILSVRC2012_val_00015072.png,106,106,751,True,751,True,751,True,751,True,751,True,886,True,751,True,751,True,751,True,751,True
ILSVRC2012_val_00015717.png,107,107,612,True,612,True,612,True,612,True,612,True,612,True,121,True,789,True,612,True,989,True
ILSVRC2012_val_00038400.png,108,108,665,True,52,True,751,True,599,True,665,True,665,True,599,True,599,True,820,True,728,True
ILSVRC2012_val_00012332.png,109,109,808,True,808,True,808,True,392,True,914,True,972,True,729,True,869,True,972,True,510,True
ILSVRC2012_val_00017794.png,110,110,912,True,751,True,825,True,912,True,609,True,912,True,912,True,912,True,912,True,886,True
ILSVRC2012_val_00033409.png,111,111,905,True,905,True,905,True,905,True,905,True,905,True,905,True,905,True,364,True,974,True
ILSVRC2012_val_00026452.png,112,112,584,True,584,True,584,True,584,True,584,True,584,True,584,True,584,True,584,True,584,True
ILSVRC2012_val_00028654.png,113,113,852,True,852,True,852,True,783,True,852,True,746,True,852,True,852,True,860,True,746,True
ILSVRC2012_val_00030012.png,114,114,729,True,729,True,729,True,729,True,729,True,729,True,729,True,729,True,729,True,729,True
ILSVRC2012_val_00018757.png,115,115,905,True,905,True,905,True,905,True,905,True,905,True,905,True,905,True,905,True,905,True
ILSVRC2012_val_00008160.png,116,116,563,True,751,True,563,True,397,True,397,True,397,True,507,True,972,True,397,True,397,True
ILSVRC2012_val_00028345.png,117,117,905,True,905,True,905,True,905,True,905,True,905,True,905,True,889,True,889,True,956,True
ILSVRC2012_val_00034644.png,118,118,751,True,751,True,637,True,751,True,751,True,465,True,751,True,843,True,609,True,886,True
ILSVRC2012_val_00040764.png,119,119,962,True,962,True,962,True,962,True,962,True,962,True,962,True,962,True,962,True,911,True
ILSVRC2012_val_00011071.png,120,120,592,True,282,True,44,True,44,True,44,True,44,True,751,True,44,True,825,True,40,True
ILSVRC2012_val_00017911.png,121,121,729,True,729,True,729,True,729,True,729,True,729,True,729,True,729,True,729,True,729,True
ILSVRC2012_val_00023264.png,122,122,612,True,48,True,989,True,612,True,612,True,612,True,612,True,612,True,634,True,989,True
ILSVRC2012_val_00046975.png,123,123,974,True,283,True,974,True,335,True,110,True,397,True,397,True,282,True,457,True,463,True
ILSVRC2012_val_00012455.png,124,124,905,True,905,True,825,True,905,True,905,True,825,True,825,True,808,True,825,True,490,True
ILSVRC2012_val_00049661.png,125,125,569,True,435,True,825,True,117,True,974,True,825,True,569,True,435,True,70,True,851,True
ILSVRC2012_val_00031943.png,126,126,905,True,905,True,905,True,25,True,905,True,905,True,905,True,905,True,44,True,905,True
ILSVRC2012_val_00042774.png,127,127,592,True,592,True,592,True,435,True,592,True,435,True,592,True,127,False,127,False,127,False
ILSVRC2012_val_00026340.png,128,128,905,True,364,True,95,True,592,True,95,True,313,True,905,True,312,True,364,True,142,True
ILSVRC2012_val_00026338.png,129,129,670,True,670,True,412,True,595,True,729,True,129,False,432,True,129,False,129,False,129,False
ILSVRC2012_val_00013256.png,130,130,905,True,905,True,670,True,905,True,905,True,905,True,798,True,609,True,905,True,905,True
ILSVRC2012_val_00000356.png,131,131,905,True,905,True,905,True,905,True,905,True,328,True,905,True,905,True,905,True,905,True
ILSVRC2012_val_00033760.png,132,132,729,True,729,True,361,True,729,True,729,True,729,True,729,True,729,True,729,True,729,True
ILSVRC2012_val_00026861.png,133,133,729,True,729,True,729,True,729,True,729,True,151,True,729,True,147,True,134,True,133,False
ILSVRC2012_val_00042966.png,134,134,335,True,751,True,139,True,134,False,999,True,563,True,854,True,854,True,854,True,134,False
ILSVRC2012_val_00037379.png,135,135,670,True,670,True,670,True,809,True,698,True,670,True,670,True,670,True,670,True,670,True
ILSVRC2012_val_00019998.png,136,136,670,True,670,True,670,True,477,True,407,True,460,True,885,True,477,True,888,True,51,True
ILSVRC2012_val_00024020.png,137,137,7,True,751,True,7,True,139,True,826,True,59,True,34,True,37,True,51,True,50,True
ILSVRC2012_val_00006814.png,138,138,670,True,670,True,670,True,670,True,670,True,670,True,670,True,670,True,670,True,670,True
ILSVRC2012_val_00038522.png,139,139,816,True,816,True,905,True,51,True,826,True,980,True,980,True,826,True,40,True,40,True
ILSVRC2012_val_00042705.png,140,140,141,True,141,True,141,True,141,True,141,True,141,True,141,True,141,True,141,True,141,True
ILSVRC2012_val_00003964.png,141,141,905,True,905,True,905,True,905,True,905,True,905,True,905,True,905,True,143,True,143,True
ILSVRC2012_val_00000470.png,142,142,729,True,729,True,729,True,729,True,729,True,729,True,729,True,729,True,729,True,729,True
ILSVRC2012_val_00029913.png,143,143,592,True,592,True,592,True,592,True,313,True,592,True,592,True,592,True,592,True,70,True
ILSVRC2012_val_00011052.png,144,144,341,True,282,True,10,True,341,True,341,True,341,True,341,True,675,True,341,True,341,True
ILSVRC2012_val_00043841.png,145,145,592,True,585,True,550,True,34,True,724,True,397,True,550,True,724,True,724,True,22,True
ILSVRC2012_val_00047685.png,146,146,751,True,843,True,751,True,751,True,751,True,751,True,751,True,895,True,843,True,895,True
ILSVRC2012_val_00031023.png,147,147,905,True,905,True,905,True,412,True,412,True,530,True,794,True,412,True,905,True,905,True
ILSVRC2012_val_00041029.png,148,148,905,True,905,True,905,True,905,True,905,True,702,True,905,True,702,True,702,True,702,True
ILSVRC2012_val_00028941.png,149,149,905,True,905,True,905,True,905,True,905,True,905,True,905,True,905,True,905,True,905,True
ILSVRC2012_val_00022669.png,150,150,592,True,670,True,825,True,328,True,825,True,825,True,328,True,364,True,855,True,330,True
ILSVRC2012_val_00046758.png,151,151,475,True,475,True,475,True,491,True,491,True,102,True,491,True,786,True,786,True,364,True
ILSVRC2012_val_00039439.png,152,152,264,True,264,True,264,True,264,True,264,True,264,True,264,True,264,True,264,True,264,True
ILSVRC2012_val_00037960.png,153,153,905,True,25,True,974,True,992,True,25,True,992,True,905,True,739,True,974,True,992,True
ILSVRC2012_val_00039695.png,154,154,223,True,223,True,223,True,223,True,223,True,223,True,223,True,223,True,223,True,223,True
ILSVRC2012_val_00001069.png,155,155,286,True,286,True,286,True,286,True,286,True,286,True,286,True,282,True,286,True,282,True
ILSVRC2012_val_00012394.png,156,156,285,True,285,True,179,True,285,True,285,True,285,True,285,True,285,True,285,True,285,True
ILSVRC2012_val_00022521.png,157,157,179,True,179,True,179,True,179,True,211,True,179,True,179,True,163,True,216,True,216,True
ILSVRC2012_val_00028429.png,158,158,550,True,710,True,550,True,550,True,550,True,550,True,550,True,550,True,710,True,550,True
ILSVRC2012_val_00020963.png,159,159,250,True,250,True,250,True,250,True,250,True,250,True,250,True,250,True,250,True,250,True
ILSVRC2012_val_00017792.png,160,160,761,True,761,True,761,True,761,True,761,True,761,True,761,True,898,True,761,True,761,True
ILSVRC2012_val_00029056.png,161,161,50,True,320,True,50,True,50,True,51,True,364,True,364,True,25,True,364,True,24,True
ILSVRC2012_val_00025539.png,162,162,152,True,152,True,152,True,152,True,152,True,152,True,152,True,163,True,163,True,163,True
ILSVRC2012_val_00031220.png,163,163,729,True,729,True,729,True,729,True,729,True,729,True,729,True,729,True,729,True,794,True
ILSVRC2012_val_00044554.png,164,164,432,True,432,True,432,True,432,True,432,True,432,True,432,True,720,True,521,True,432,True
ILSVRC2012_val_00013962.png,165,165,905,True,905,True,905,True,97,True,24,True,147,True,905,True,880,True,905,True,880,True
ILSVRC2012_val_00045878.png,166,166,218,True,218,True,218,True,218,True,218,True,218,True,218,True,218,True,218,True,218,True
ILSVRC2012_val_00042394.png,167,167,163,True,163,True,163,True,163,True,163,True,163,True,163,True,163,True,163,True,163,True
ILSVRC2012_val_00018649.png,168,168,905,True,83,True,85,True,751,True,85,True,85,True,905,True,25,True,985,True,83,True
ILSVRC2012_val_00011176.png,169,169,170,True,170,True,170,True,213,True,170,True,220,True,170,True,177,True,170,True,208,True
ILSVRC2012_val_00040878.png,170,170,771,True,598,True,771,True,771,True,771,True,644,True,771,True,771,True,771,True,612,True
ILSVRC2012_val_00011311.png,171,171,922,True,922,True,922,True,918,True,918,True,644,True,922,True,922,True,8,True,644,True
ILSVRC2012_val_00012416.png,172,172,729,True,729,True,729,True,729,True,729,True,729,True,729,True,729,True,729,True,729,True
ILSVRC2012_val_00012644.png,173,173,922,True,922,True,796,True,457,True,314,True,314,True,922,True,922,True,314,True,922,True
ILSVRC2012_val_00004434.png,174,174,592,True,592,True,592,True,592,True,592,True,592,True,592,True,592,True,592,True,592,True
ILSVRC2012_val_00010665.png,175,175,771,True,722,True,751,True,362,True,771,True,283,True,771,True,283,True,701,True,280,True
ILSVRC2012_val_00002059.png,176,176,182,True,182,True,266,True,267,True,267,True,182,True,182,True,266,True,266,True,266,True
ILSVRC2012_val_00041908.png,177,177,905,True,905,True,905,True,905,True,905,True,905,True,905,True,905,True,905,True,905,True
ILSVRC2012_val_00031364.png,178,178,270,True,270,True,270,True,270,True,270,True,273,True,270,True,273,True,270,True,273,True
ILSVRC2012_val_00021668.png,179,179,170,True,170,True,170,True,170,True,170,True,170,True,170,True,170,True,170,True,170,True
ILSVRC2012_val_00000248.png,180,180,179,True,179,True,179,True,179,True,179,True,179,True,179,True,179,True,179,True,179,True
ILSVRC2012_val_00004947.png,181,181,179,True,179,True,179,True,177,True,179,True,179,True,179,True,179,True,179,True,179,True
ILSVRC2012_val_00004342.png,182,182,905,True,905,True,905,True,905,True,905,True,905,True,905,True,670,True,670,True,905,True
ILSVRC2012_val_00025302.png,183,183,563,True,345,True,247,True,563,True,387,True,44,True,44,True,345,True,247,True,247,True
ILSVRC2012_val_00001929.png,184,184,179,True,179,True,179,True,179,True,179,True,179,True,179,True,179,True,179,True,179,True
ILSVRC2012_val_00040915.png,185,185,190,True,190,True,190,True,190,True,190,True,190,True,190,True,190,True,190,True,190,True
ILSVRC2012_val_00014810.png,186,186,229,True,229,True,229,True,229,True,229,True,229,True,229,True,229,True,229,True,229,True
ILSVRC2012_val_00038457.png,187,187,204,True,204,True,204,True,204,True,204,True,204,True,204,True,204,True,204,True,204,True
ILSVRC2012_val_00044200.png,188,188,110,True,110,True,974,True,974,True,110,True,974,True,110,True,974,True,974,True,974,True
ILSVRC2012_val_00030776.png,189,189,204,True,204,True,204,True,204,True,204,True,204,True,204,True,204,True,204,True,204,True
ILSVRC2012_val_00004968.png,190,190,280,True,280,True,280,True,250,True,280,True,280,True,280,True,230,True,250,True,230,True
ILSVRC2012_val_00031845.png,191,191,670,True,937,True,52,True,798,True,647,True,110,True,798,True,798,True,798,True,670,True
ILSVRC2012_val_00042855.png,192,192,670,True,670,True,670,True,670,True,670,True,670,True,670,True,670,True,670,True,670,True
ILSVRC2012_val_00037723.png,193,193,204,True,204,True,204,True,186,True,204,True,204,True,204,True,186,True,187,True,204,True
ILSVRC2012_val_00032563.png,194,194,851,True,851,True,297,True,851,True,851,True,288,True,288,True,851,True,851,True,851,True
ILSVRC2012_val_00026267.png,195,195,154,True,154,True,154,True,154,True,154,True,154,True,154,True,154,True,154,True,154,True
ILSVRC2012_val_00004941.png,196,196,160,True,160,True,160,True,160,True,160,True,160,True,160,True,160,True,160,True,160,True
ILSVRC2012_val_00034118.png,197,197,175,True,175,True,175,True,175,True,175,True,175,True,175,True,175,True,175,True,175,True
ILSVRC2012_val_00032524.png,198,198,364,True,364,True,364,True,364,True,364,True,364,True,364,True,364,True,364,True,364,True
ILSVRC2012_val_00015592.png,199,199,332,True,332,True,332,True,332,True,332,True,333,True,332,True,331,True,332,True,332,True
ILSVRC2012_val_00003232.png,200,200,905,True,905,True,905,True,905,True,795,True,976,True,704,True,604,True,976,True,914,True
ILSVRC2012_val_00002630.png,201,201,251,True,251,True,251,True,251,True,251,True,249,True,251,True,251,True,250,True,251,True
ILSVRC2012_val_00033775.png,202,202,230,True,230,True,230,True,230,True,230,True,230,True,230,True,230,True,230,True,230,True
ILSVRC2012_val_00003198.png,203,203,331,True,331,True,331,True,869,True,332,True,332,True,105,True,612,True,174,True,189,True
ILSVRC2012_val_00027017.png,204,204,154,True,154,True,154,True,154,True,154,True,154,True,154,True,154,True,154,True,154,True
ILSVRC2012_val_00033763.png,205,205,154,True,154,True,154,True,154,True,154,True,154,True,154,True,154,True,154,True,154,True
ILSVRC2012_val_00013712.png,206,206,234,True,234,True,234,True,234,True,234,True,234,True,234,True,234,True,234,True,234,True
ILSVRC2012_val_00038920.png,207,207,373,True,373,True,373,True,44,True,373,True,373,True,373,True,366,True,161,True,44,True
ILSVRC2012_val_00034584.png,208,208,644,True,644,True,644,True,644,True,644,True,644,True,491,True,644,True,181,True,677,True
ILSVRC2012_val_00008346.png,209,209,179,True,179,True,179,True,179,True,179,True,179,True,179,True,179,True,179,True,179,True
ILSVRC2012_val_00040639.png,210,210,786,True,786,True,786,True,786,True,786,True,786,True,786,True,786,True,786,True,786,True
ILSVRC2012_val_00038044.png,211,211,177,True,177,True,177,True,177,True,177,True,177,True,177,True,177,True,177,True,177,True
ILSVRC2012_val_00017439.png,212,212,328,True,113,True,328,True,110,True,110,True,110,True,515,True,113,True,297,True,269,True
ILSVRC2012_val_00031785.png,213,213,211,True,211,True,211,True,211,True,211,True,211,True,211,True,211,True,211,True,211,True
ILSVRC2012_val_00009476.png,214,214,176,True,176,True,176,True,187,True,187,True,203,True,176,True,176,True,176,True,176,True
ILSVRC2012_val_00014745.png,215,215,182,True,182,True,182,True,182,True,182,True,182,True,182,True,182,True,182,True,267,True
ILSVRC2012_val_00013927.png,216,216,997,True,113,True,997,True,38,True,994,True,52,True,767,True,342,True,342,True,217,True
ILSVRC2012_val_00025471.png,217,217,182,True,182,True,182,True,182,True,182,True,182,True,182,True,182,True,717,True,184,True
